πληροφορίες,ημνία_πλειστηριασμού,μοναδικός_κωδικός,τύπος_ακινήτου,περιφέρεια,δήμος,επιφάνεια,όροφος,έτος_κατασκευής,κατάσταση_πλειστηριασμού,τιμή_εκκίνησης (€),ακρίβεια_τοποθεσίας,latitude,longitude,year_range,surface_range
https://www.eauction.gr/Auction/Details/b0c16i1dc36753015i50__bf7_71ck2k,06/10/2021,QBOvlKNQX2-001,Κατοικία,Αττικής,Πετρούπολης,121.15,,,Ολοκληρωμένος - Κατακύρωση,155794,ναι,38.0431002,23.6731515,,100-149
https://www.eauction.gr/Auction/Details/0i5hc76ada270f50b_3jdg62506k4_ab,23/03/2022,ZcPppMtEgs,Κατοικία,Αττικής,Αθηναίων,43.74,1ος,1962.0,Ματαιωμένος,54807,ναι,37.9865143,23.7564254,1950-1969,<50
https://www.eauction.gr/Auction/Details/4i0a5ja575753g2k_24ib3_g1f32_k24,23/03/2022,161T9CUmUU,Κατοικία,Αττικής,Βάρης - Βούλας - Βουλιαγμένης,43.88,2ος,1998.0,Ματαιωμένος,115000,ναι,37.8465855,23.758199,1990-1999,<50
https://www.eauction.gr/Auction/Details/1j5534a7_b36d51ad5701cb5565b25bg,30/03/2022,4cjTcx9E46-001,Επαγγελματικοί Χώροι,Αττικής,Αθηναίων,14.05,3ος,1959.0,Ματαιωμένος,17500,όχι,37.9770412,23.7319748,1950-1969,<50
https://www.eauction.gr/Auction/Details/130b31c7cf15aa_i6kaj203f6470abc5,30/03/2022,4cjTcx9E46-002,Επαγγελματικοί Χώροι,Αττικής,Αθηναίων,14.35,2ος,1959.0,Ματαιωμένος,18000,όχι,37.9770412,23.7319748,1950-1969,<50
https://www.eauction.gr/Auction/Details/cf0i2e1a_ia12g7h6a5_3243cbbe7643,30/03/2022,4cjTcx9E46-003,Επαγγελματικοί Χώροι,Αττικής,Αθηναίων,23.05,3ος,1959.0,Ματαιωμένος,28000,όχι,37.9770412,23.7319748,1950-1969,<50
https://www.eauction.gr/Auction/Details/d32b112d5fa0c3aib7c64a5ka6c_2445,23/02/2022,Jasr1yDbCG,Κατοικία,Αττικής,Καισαριανής,70.5,1ος,1977.0,Ματαιωμένος,78000,ναι,37.9668569,23.7694312,1970-1989,50-99
https://www.eauction.gr/Auction/Details/171edc7b5fd33f4c351c676c_aae3351,06/10/2021,EhMFwphrdx-002,Αποθήκη,Αττικής,Πειραιώς,2.37,Υπόγειο,2001.0,Ολοκληρωμένος - Κατακύρωση,712,ναι,37.9340328,23.6375737,2000-2009,<50
https://www.eauction.gr/Auction/Details/1014770a423_ba0133ca7_ai_6bc7aa6,06/10/2021,EhMFwphrdx-001,Κατοικία,Αττικής,Πειραιώς,59.0,1ος,2001.0,Ολοκληρωμένος - Κατακύρωση,59576,ναι,37.9340328,23.6375737,2000-2009,50-99
https://www.eauction.gr/Auction/Details/ce3e6_a61f126kb25f574ac15073d4ca,30/03/2022,g0L3tLmW0M-002,Αποθήκη,Αττικής,Αχαρνών,6.4,Υπόγειο,2001.0,Ολοκληρωμένος - Κατακύρωση,2190,όχι,38.0796206,23.7384826,2000-2009,<50
https://www.eauction.gr/Auction/Details/33dd1i6h_cbgbg57bf_kdcba0hd5d7_k,30/03/2022,g0L3tLmW0M-003,Θέση Στάθμευσης,Αττικής,Αχαρνών,17.49,Υπόγειο,2001.0,Ολοκληρωμένος - Κατακύρωση,7000,όχι,38.0796206,23.7384826,2000-2009,<50
https://www.eauction.gr/Auction/Details/dga64abi63_fd436122f0f5f7c3i_h1j,30/03/2022,g0L3tLmW0M-001,Κατοικία,Αττικής,Αχαρνών,86.5,6ος,2001.0,Ολοκληρωμένος - Κατακύρωση,98080,όχι,38.0796206,23.7384826,2000-2009,50-99
https://www.eauction.gr/Auction/Details/dd147f62_ab54ece2d_g_cd035ai1325,23/03/2022,jdFv1Tx2q5-002,Αποθήκη,Αττικής,Αγίας Παρασκευής,4.03,Υπόγειο,2006.0,Ολοκληρωμένος - Κατακύρωση,2000,ναι,38.0154788,23.824652,2000-2009,<50
https://www.eauction.gr/Auction/Details/2704_73adgb2d731c11k1417047fcg2k,23/03/2022,jdFv1Tx2q5-003,Θέση Στάθμευσης,Αττικής,Αγίας Παρασκευής,10.13,Υπόγειο,2006.0,Ολοκληρωμένος - Κατακύρωση,8500,ναι,38.0154788,23.824652,2000-2009,<50
https://www.eauction.gr/Auction/Details/bibh60ae5h47c_1ecf06c_7_5j_2_b7d,23/03/2022,jdFv1Tx2q5-001,Κατοικία,Αττικής,Αγίας Παρασκευής,80.5,1ος,2006.0,Ολοκληρωμένος - Κατακύρωση,166000,ναι,38.0154788,23.824652,2000-2009,50-99
https://www.eauction.gr/Auction/Details/_71j25a1_k0e7g71d3b36kaac4614f75,06/04/2022,nxctYopPOs-002,Κατοικία,Αττικής,Παλλήνης,60.08,1ος,2005.0,Ολοκληρωμένος - Κατακύρωση,101159,ναι,38.0019572,23.8851267,2000-2009,50-99
https://www.eauction.gr/Auction/Details/4f2i51c_7_bkcb0755370d6b_3656__b,06/04/2022,nxctYopPOs-001,Αποθήκη,Αττικής,Παλλήνης,4.39,Υπόγειο,2005.0,Ολοκληρωμένος - Κατακύρωση,1580,ναι,38.0019572,23.8851267,2000-2009,<50
https://www.eauction.gr/Auction/Details/2i213e3k16376jba5k_4a7ah5gc2be4i,30/03/2022,xShU7wcfkU,Κατοικία,Αττικής,Φιλαδέλφειας - Χαλκηδόνος,105.0,2ος,1970.0,Ματαιωμένος,107000,ναι,38.0334576,23.738132,1970-1989,100-149
https://www.eauction.gr/Auction/Details/2b3cak7f4033d0baa3406k_350564217,06/04/2022,7uw2iHoG4N,Κατοικία,Αττικής,Μοσχάτου - Ταύρου,80.0,Ισόγειο,1960.0,Ματαιωμένος,58500,ναι,37.967461,23.6898189,1950-1969,50-99
https://www.eauction.gr/Auction/Details/4h_cb0cf1c764_24dd3146c16e4gagch,03/11/2021,d8sasZEGX3,Κατοικία,Αττικής,Πειραιώς,100.0,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,95000,ναι,37.9505053,23.6658895,,100-149
https://www.eauction.gr/Auction/Details/5i24ab6f430d364fc64f7cc4bgd30fbe,27/10/2021,xABotGZASu-002,Αποθήκη,Αττικής,Φυλής,60.6,Υπόγειο,2005.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,15000,ναι,38.0709926,23.6872498,2000-2009,50-99
https://www.eauction.gr/Auction/Details/c223aib151af267j2_1d50bd2a3hbd6d,27/10/2021,xABotGZASu-001,Επαγγελματικοί Χώροι,Αττικής,Φυλής,82.0,Ισόγειο,2005.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,61000,ναι,38.0709926,23.6872498,2000-2009,50-99
https://www.eauction.gr/Auction/Details/0i2hd2chd7b5ck1kcf311ab0ah0bc04j,04/05/2022,sGMJpHdkXT-001,Κατοικία,Αττικής,Αγίου Δημητρίου,22.45,2ος,2006.0,Ολοκληρωμένος - Κατακύρωση,31500,ναι,37.9308506,23.732272,2000-2009,<50
https://www.eauction.gr/Auction/Details/3h13244h233b4g4hbdcb5d6j5jb40bbb,13/04/2022,KSdD8gfy3P,Κατοικία,Αττικής,Αθηναίων,135.9,4ος,1959.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,93974,ναι,37.9865126,23.7267943,1950-1969,100-149
https://www.eauction.gr/Auction/Details/5241akag2ad01h467d33bk4ccj20bh2_,03/11/2021,RJRKgsFFLk,Κατοικία,Αττικής,Αθηναίων,70.67,,,Ολοκληρωμένος - Κατακύρωση,22412,ναι,38.0068748,23.7335134,,50-99
https://www.eauction.gr/Auction/Details/aac32ec_51_k7b3a73chah1c5g2g4db5,20/10/2021,E7v0l2ZeFs,Κατοικία,Αττικής,Πειραιώς,140.34,,2005.0,Ολοκληρωμένος - Κατακύρωση,222400,ναι,37.9345845,23.6431594,2000-2009,100-149
https://www.eauction.gr/Auction/Details/_7aid3311jcf3_3124_636ac1baid6bg,10/11/2021,CRGwaku2Ch,Οικόπεδο,Αττικής,Αχαρνών,401.7,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,60250,ναι,38.0847858,23.7281816,,400-499
https://www.eauction.gr/Auction/Details/1_221b6246_gdb503g5j03c35a3h31_0,16/03/2022,YTdjCpqmrY,Κατοικία,Αττικής,Αγίας Παρασκευής,180.0,4ος,1980.0,Ολοκληρωμένος - Κατακύρωση,279000,ναι,38.0060129,23.8313777,1970-1989,150-199
https://www.eauction.gr/Auction/Details/4406bfd5063f_dc5d64ccicdbg3f701c,09/03/2022,Y0cS0qwdmM,Κατοικία,Αττικής,Ηλιουπόλεως,109.8,2ος,1979.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,185000,ναι,37.9449386,23.7623037,1970-1989,100-149
https://www.eauction.gr/Auction/Details/3504114b_d04b167254c_44c_ad641_d,16/02/2022,xgTRupx4W5,Κατοικία,Αττικής,Πειραιώς,55.4,1ος,1974.0,Ματαιωμένος,45000,ναι,37.9599908,23.6350438,1970-1989,50-99
https://www.eauction.gr/Auction/Details/2i2g6h154a0a5d77443k73ci_f5d4h6g,04/05/2022,v5Ei3MRxZA,Κατοικία,Αττικής,Μεταμορφώσεως,101.34,1ος,2008.0,Ματαιωμένος,208000,ναι,38.062363,23.7645796,2000-2009,100-149
https://www.eauction.gr/Auction/Details/ckc5057gd61k71d51id57e170ga3343h,23/03/2022,K7C9JaCJMC,Κατοικία,Αττικής,Πειραιώς,83.96,4ος,1974.0,Ολοκληρωμένος - Κατακύρωση,83000,ναι,37.9313862,23.641588,1970-1989,50-99
https://www.eauction.gr/Auction/Details/2j43bf6dcg5ea3_1b_60116j22c10hc6,04/05/2022,qTBilg7AQ7,Κατοικία,Αττικής,Αθηναίων,67.61,2ος,1973.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,65000,ναι,37.9604706,23.7249206,1970-1989,50-99
https://www.eauction.gr/Auction/Details/66022gb1b1b1267ha7337fb4a1c3463k,30/03/2022,EODp0PvHBE,Κατοικία,Αττικής,Αθηναίων,207.0,2ος,1988.0,Ματαιωμένος,382000,ναι,37.9683611,23.7055695,1970-1989,200-299
https://www.eauction.gr/Auction/Details/5102b_62bj_c6_06c4635d_10h14dc7f,12/11/2021,MpgomksUCh,Κατοικία,Αττικής,Κηφισιάς,710.81,,1990.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,1108000,ναι,38.0925121,23.8352709,1990-1999,500+
https://www.eauction.gr/Auction/Details/1f63dfadc75f60ab3351ad0c4b6e_c0d,11/05/2022,XoG4VkyTHQ,Κατοικία,Αττικής,Πειραιώς,55.86,2ος,1980.0,Σε αναστολή,48000,ναι,37.9591987,23.638735,1970-1989,50-99
https://www.eauction.gr/Auction/Details/b_1e16ac4hda7k527kbc40a57c7_1cce,04/05/2022,JUxXI4XfCN,Κατοικία,Αττικής,Πειραιώς,291.0,Ισόγειο,1940.0,Ματαιωμένος,276000,ναι,37.9448871,23.6514073,Before 1950,200-299
https://www.eauction.gr/Auction/Details/0jc070302g5h061250043g4gaibaai33,23/02/2022,BZDi8KDBly,Κατοικία,Αττικής,Αιγάλεω,125.1,Ισόγειο,1990.0,Ματαιωμένος,84300,ναι,37.9877545,23.6791514,1990-1999,100-149
https://www.eauction.gr/Auction/Details/403c7h551j5005a_41220a6i5c25517g,09/03/2022,tlGxA79Lex,Κατοικία,Αττικής,Βύρωνος,55.0,1ος,1984.0,Ματαιωμένος,62000,ναι,37.9533913,23.7666096,1970-1989,50-99
https://www.eauction.gr/Auction/Details/ajb07j4jcbcfb44b3ecd0h2a7a1baa1g,03/11/2021,DMmMuC5gGm-002,Αποθήκη,Αττικής,Καλλιθέας,9.0,Υπόγειο,1986.0,Ολοκληρωμένος - Κατακύρωση,3500,ναι,37.9559939,23.7113719,1970-1989,<50
https://www.eauction.gr/Auction/Details/c36a4b5j4fd0d7cj_eca5f40d5732150,18/05/2022,QiaLBfDOs6,Κατοικία,Αττικής,Αθηναίων,46.96,Ισόγειο,1954.0,Ολοκληρωμένος - Κατακύρωση,29700,ναι,37.9989457,23.7379251,1950-1969,<50
https://www.eauction.gr/Auction/Details/ceakc7b5_f2b0gbg4cdbbh4h3kc7d023,12/05/2022,jGoaQ1RPZb,Κατοικία,Αττικής,Αγίας Παρασκευής,132.02,2ος,1992.0,Ματαιωμένος,231700,ναι,38.017639,23.8219881,1990-1999,100-149
https://www.eauction.gr/Auction/Details/4e05de527j6h03bj715i1f534g4_0ich,25/05/2022,yOyY4acJKa-001,Κατοικία,Αττικής,Αθηναίων,126.0,5ος,2001.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,295848,ναι,37.9641408,23.7495759,2000-2009,100-149
https://www.eauction.gr/Auction/Details/bjah55aja514_3ch63_hb5_5_7d1113_,25/05/2022,yOyY4acJKa-002,Θέση Στάθμευσης,Αττικής,Αθηναίων,10.13,Υπόγειο,2001.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,20282,ναι,37.9641408,23.7495759,2000-2009,<50
https://www.eauction.gr/Auction/Details/_fckcdb10k2k0d3f5h6ccda7__575_00,10/11/2021,c6abviOLTN-001,Κατοικία,Αττικής,Καλλιθέας,86.0,3ος,1992.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,120618,ναι,37.9581381,23.7087773,1990-1999,50-99
https://www.eauction.gr/Auction/Details/7da5b33f0f4_46d3161_0h1_0kd2bdc0,10/11/2021,c6abviOLTN-002,Αποθήκη,Αττικής,Καλλιθέας,9.0,Υπόγειο,1992.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,2991,ναι,37.9581381,23.7087773,1990-1999,<50
https://www.eauction.gr/Auction/Details/ab7b4f3ibi3c3i12c22a5kbkbbd02f4j,04/05/2022,ja2JpAnSr5,Κατοικία,Αττικής,Αγίων Αναργύρων - Καματερού,80.0,Ισόγειο,1971.0,Ματαιωμένος,65000,ναι,38.0570516,23.7204416,1970-1989,50-99
https://www.eauction.gr/Auction/Details/5j1k_h0a46c5da4hab7cb0336h3i77b7,18/05/2022,kXSZyopPWu,Κατοικία,Αττικής,Νέας Σμύρνης,98.0,2ος,1979.0,Ολοκληρωμένος - Κατακύρωση,107000,ναι,37.9340462,23.7116907,1970-1989,50-99
https://www.eauction.gr/Auction/Details/d6biddd206d1317kbf5g7i7k346fbi0a,08/06/2022,cSrEGjs7IC,Κατοικία,Αττικής,Νέας Σμύρνης,104.5,2ος,1976.0,Ολοκληρωμένος - Κατακύρωση,140000,ναι,37.9429019,23.7144346,1970-1989,100-149
https://www.eauction.gr/Auction/Details/afcj1h0_7b4k1b3g4e56426jca_i5_6h,23/02/2022,KfmjJibvnF-001,Κατοικία,Αττικής,Κορυδαλλού,89.6,3ος,2000.0,Ολοκληρωμένος - Κατακύρωση,109000,ναι,37.9860646,23.6449705,2000-2009,50-99
https://www.eauction.gr/Auction/Details/3d2j7_6b4_2jb60fbb032j4ha7db7c2i,25/02/2022,cscXrTQINj,Κατοικία,Αττικής,Αθηναίων,109.3,3ος,1994.0,Ματαιωμένος,191000,ναι,37.9998812,23.7756242,1990-1999,100-149
https://www.eauction.gr/Auction/Details/bk7dd20k0c3f76ca4fck175idg_ccc1k,08/06/2022,GdmY9q6H28-001,Κατοικία,Αττικής,Νέας Ιωνίας,80.0,2ος,1994.0,Ολοκληρωμένος - Κατακύρωση,128400,ναι,38.0380193,23.7697199,1990-1999,50-99
https://www.eauction.gr/Auction/Details/d5_0a_c71077a163dd22dd601f05a_47,08/06/2022,o3EydFAkVi-001,Κατοικία,Αττικής,Αγίου Δημητρίου,72.0,4ος,2005.0,Ολοκληρωμένος - Κατακύρωση,200000,όχι,37.9407952,23.7291019,2000-2009,50-99
https://www.eauction.gr/Auction/Details/26_j75364760cfc31a41bk1_26662ic2,08/06/2022,o3EydFAkVi-002,Αποθήκη,Αττικής,Αγίου Δημητρίου,12.5,Υπόγειο,2005.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,5000,όχι,37.9407952,23.7291019,2000-2009,<50
https://www.eauction.gr/Auction/Details/ah7f15c46bc0_j6i3ja54adgdf7g6ja3,08/06/2022,o3EydFAkVi-003,Θέση Στάθμευσης,Αττικής,Αγίου Δημητρίου,29.5,Πυλωτή,2005.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,15000,όχι,37.9407952,23.7291019,2000-2009,<50
https://www.eauction.gr/Auction/Details/020j6c1g346i2hb0_621bcbe2i67bg0h,19/05/2022,jldTs3pyiV,Κατοικία,Αττικής,Καλλιθέας,70.11,1ος,1998.0,Ματαιωμένος,120000,ναι,37.9557162,23.696879,1990-1999,50-99
https://www.eauction.gr/Auction/Details/4f7456bgd543da12177a7db02gb47j5a,08/06/2022,q8WIhU4Xiv,Κατοικία,Αττικής,Ιλίου,78.6,2ος,1982.0,Ματαιωμένος,83500,ναι,38.026062,23.7001986,1970-1989,50-99
https://www.eauction.gr/Auction/Details/b41k2b7g22b16eb75b_i605476c1c12h,25/05/2022,2ycXDp24Fs,Κατοικία,Αττικής,Αθηναίων,68.0,5ος,1966.0,Ματαιωμένος,60000,ναι,38.0161909,23.7355471,1950-1969,50-99
https://www.eauction.gr/Auction/Details/7baja_27_546bi2f2k65__dc3ac5a__f,08/06/2022,nNHkFhDluW-001,Κατοικία,Αττικής,Βύρωνος,94.0,2ος,1977.0,Σε αναστολή,113000,ναι,37.9602127,23.7561095,1970-1989,50-99
https://www.eauction.gr/Auction/Details/604e_2_71c711h50dg3h_f2cdb0jc51j,08/06/2022,nNHkFhDluW-002,Κατοικία,Αττικής,Βύρωνος,32.0,2ος,1977.0,Σε αναστολή,35000,ναι,37.9602127,23.7561095,1970-1989,<50
https://www.eauction.gr/Auction/Details/62247ad4b56_6f2g2a265h0hdcdede_7,25/05/2022,ML8UP3l3RQ,Κατοικία,Αττικής,Αγίας Παρασκευής,93.0,Ισόγειο,1978.0,Ματαιωμένος,125000,ναι,38.0089854,23.8228067,1970-1989,50-99
https://www.eauction.gr/Auction/Details/b067474e124c3334d7c061145e56c_b_,25/05/2022,OYZ1qgws80,Κατοικία,Αττικής,Κορυδαλλού,90.5,2ος,1981.0,Ματαιωμένος,75000,ναι,37.9872615,23.6376446,1970-1989,50-99
https://www.eauction.gr/Auction/Details/1h413420_b1a65626i6512caab76ck1e,25/05/2022,OcMmi4Lxpa,Κατοικία,Αττικής,Πειραιώς,40.0,Ισόγειο,1965.0,Ολοκληρωμένος - Κατακύρωση,38500,ναι,37.9457128,23.6689787,1950-1969,<50
https://www.eauction.gr/Auction/Details/0c2a2d0ack731k_36i53a73ha334d60g,15/12/2021,yqBaKhWXQr,Κατοικία,Αττικής,Παιανίας,357.48,Ισόγειο,2002.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,408000,όχι,37.9549919,23.8660761,2000-2009,300-399
https://www.eauction.gr/Auction/Details/05_h5gdgaf46d160113601b_6jccaa__,18/05/2022,0vGOobLk6h,Κατοικία,Αττικής,Αθηναίων,75.1,1ος,1972.0,Ολοκληρωμένος - Κατακύρωση,74000,ναι,37.9658103,23.7510952,1970-1989,50-99
https://www.eauction.gr/Auction/Details/67_h70b44e03_05173527203_k50303f,13/04/2022,IaMSHmmrbv,Κατοικία,Αττικής,Αθηναίων,47.0,Ισόγειο,1969.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,52000,ναι,37.9957588,23.7759031,1950-1969,<50
https://www.eauction.gr/Auction/Details/a31g5f13bad75a4faa_d7h_f0dch0i_5,15/06/2022,0RfajcK0tA,Κατοικία,Αττικής,Αθηναίων,30.08,6ος,2005.0,Σε αναστολή,92000,ναι,37.9863947,23.7682886,2000-2009,<50
https://www.eauction.gr/Auction/Details/0h7iai3d33c74h4d2h4faf37314j046g,14/04/2022,h4BX0k3s5w,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,100.7,Ισόγειο,1972.0,Ματαιωμένος,83000,ναι,37.9665112,23.652653,1970-1989,100-149
https://www.eauction.gr/Auction/Details/23552b6aac2g6k2473bh1f6f64cj5d4b,15/04/2022,wTffdBGgZG,Κατοικία,Αττικής,Αθηναίων,44.15,2ος,2006.0,Ολοκληρωμένος - Κατακύρωση,61810,ναι,38.0041425,23.7294065,2000-2009,<50
https://www.eauction.gr/Auction/Details/1da2_dbj056gbg4_b_1h3jaidfbeb4_g,15/06/2022,APHsxmo3K9,Κατοικία,Αττικής,Ελληνικού - Αργυρούπολης,118.75,6ος,1998.0,Ολοκληρωμένος - Κατακύρωση,224000,ναι,37.9094028,23.7534815,1990-1999,100-149
https://www.eauction.gr/Auction/Details/3g31ac0i5h721b5_d0b370bh4473_5c4,05/05/2022,UBE78YArN6,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,74.21,2ος,2007.0,Ματαιωμένος,93000,ναι,37.9693611,23.6788727,2000-2009,50-99
https://www.eauction.gr/Auction/Details/cj17a15g_0_13k5cacbdcf641671c_72,23/02/2022,sVVRs70fU1,Κατοικία,Αττικής,Ηρακλείου,271.25,1ος,2003.0,Ματαιωμένος,488000,ναι,38.0491058,23.7703214,2000-2009,200-299
https://www.eauction.gr/Auction/Details/_1505c4476af6621a37d22c7__d04_46,25/05/2022,FwqXuFfmZ4,Κατοικία,Αττικής,Ηλιουπόλεως,77.0,1ος,1980.0,Ματαιωμένος,85000,ναι,37.9403003,23.7649493,1970-1989,50-99
https://www.eauction.gr/Auction/Details/_b2127dgc275_id_7jd6ab2jc2c20_1j,22/06/2022,4p873aS7aZ,Κατοικία,Αττικής,Πειραιώς,109.75,3ος,1970.0,Ματαιωμένος,106000,ναι,37.9430671,23.6515962,1970-1989,100-149
